Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Year_lastUpdated,Current Ver,Android Ver
FAMILY,4.3,59152,50,1000000,Free,0,Everyone 10+,2018,yes,yes
TRAVEL_AND_LOCAL,3.3,4069,50,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,2032,50,50000,Free,0,Teen,2018,yes,yes
FAMILY,4.2,632,50,100000,Free,0,Everyone,2018,yes,yes
GAME,3.9,172281,50,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,58553,50,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.2,2801,50,500000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.1,107,50,10000,Free,0,Everyone,2016,yes,yes
GAME,4.1,71476,50,1000000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.2,1012,50,10000,Free,0,Teen,2015,yes,yes
FAMILY,4.1,17,50,1000,Free,0,Everyone,2018,yes,yes
BUSINESS,3.8,1383,51,100000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.4,748,51,1000000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.1,3405,51,100000,Free,0,Everyone,2018,yes,yes
GAME,4.6,260651,51,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,12753,51,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,530854,51,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,530904,51,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.4,765,51,1000000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.3,4865093,51,100000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,4865107,51,100000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.2,477831,51,10000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.3,4865132,51,100000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3.6,7081,51,1000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.2,25740,51,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.3,989344,51,50000000,Free,0,Teen,2018,yes,yes
PERSONALIZATION,4.4,38,51,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,720685,51,10000000,Free,0,Teen,2018,yes,yes
GAME,4.4,344819,51,5000000,Free,0,Teen,2016,yes,yes
TRAVEL_AND_LOCAL,4.2,25726,51,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,26744,51,500000,Free,0,Teen,2018,yes,yes
FAMILY,4.3,70903,51,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,39698,51,5000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.2,13519,51,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.2,3909032,51,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,137338,51,5000000,Free,0,Everyone,2018,yes,yes
BOOKS_AND_REFERENCE,3.3,7993,51,1000000,Free,0,Everyone,2017,yes,yes
GAME,4.3,71468,51,1000000,Free,0,Teen,2018,yes,yes
FAMILY,3.6,12781,51,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.1,72522,51,10000000,Free,0,Everyone,2018,yes,yes
BEAUTY,4.2,2225,52,500000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,3.7,1828284,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,14198297,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,14198602,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,14200344,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,2251012,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,100609,52,1000000,Free,0,Teen,2018,yes,yes
GAME,4.5,14200550,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,446434,52,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,14201891,52,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,14201604,52,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,1109,52,1000000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.5,315908,52,10000000,Free,0,Everyone,2018,yes,yes
SPORTS,4,11151,52,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.5,14184910,52,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,1752017,52,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,5,4,52,50,Free,0,Everyone,2018,yes,yes
GAME,3.8,2691,52,100000,Free,0,Teen,2017,yes,yes
GAME,3.9,71,52,10000,Free,0,Teen,2016,yes,yes
FAMILY,4.3,7441,52,500000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.5,415,52,10000,Free,0,Mature 17+,2018,yes,yes
FAMILY,4.4,48451,52,1000000,Free,0,Teen,2018,yes,yes
GAME,4.7,8038,52,100000,Free,0,Teen,2018,yes,yes
GAME,4.7,466495,52,10000000,Free,0,Teen,2018,yes,yes
GAME,4.3,771001,52,50000000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.2,137167,52,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.7,244797,52,5000000,Free,0,Teen,2018,yes,yes
FAMILY,3.4,2714,52,500000,Free,0,Mature 17+,2017,yes,yes
GAME,4.4,1986068,52,50000000,Free,0,Teen,2018,yes,yes
FAMILY,4.3,254861,52,10000000,Free,0,Teen,2018,yes,yes
FAMILY,4.2,20807,52,1000000,Free,0,Everyone 10+,2017,yes,yes
FAMILY,4.1,44027,52,5000000,Free,0,Mature 17+,2018,yes,yes
DATING,3.1,31320,53,5000000,Free,0,Mature 17+,2018,yes,yes
EVENTS,4.6,8232,53,1000000,Free,0,Everyone,2018,yes,yes
FINANCE,4.4,341090,53,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,5465624,53,100000000,Free,0,Teen,2018,yes,yes
GAME,4.5,5387639,53,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,240416,53,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,5476569,53,100000000,Free,0,Teen,2018,yes,yes
GAME,4.5,5387781,53,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,9652,53,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,392596,53,10000000,Free,0,Everyone,2016,yes,yes
MEDICAL,5,3,53,10,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.4,3158047,53,100000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.4,3157936,53,100000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.4,3158151,53,100000000,Free,0,Everyone,2018,yes,yes
PARENTING,3.8,824,53,1000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.4,758780,53,50000000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.7,573,53,10000,Free,0,Mature 17+,2018,yes,yes
FAMILY,4.5,22018,53,500000,Free,0,Teen,2018,yes,yes
SPORTS,4.1,4374,53,100000,Free,0,Everyone,2017,yes,yes
PHOTOGRAPHY,4.4,3156484,53,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,556929,53,10000000,Free,0,Teen,2018,yes,yes
VIDEO_PLAYERS,3.3,381023,53,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.1,355,53,10000,Free,0,Teen,2018,yes,yes
GAME,4.3,45558,53,5000000,Free,0,Everyone 10+,2018,yes,yes
LIFESTYLE,3.1,10006,53,1000000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,3,67,53,5000,Free,0,Everyone,2018,yes,yes
GAME,4.7,62561,53,1000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,3.1,421,53,100000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,3.4,168,53,10000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,4.3,125,53,5000,Free,0,Everyone,2017,yes,yes
FAMILY,4.4,303394,53,10000000,Free,0,Mature 17+,2018,yes,yes
FAMILY,4.3,392819,53,10000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.5,7881,53,500000,Free,0,Everyone,2018,yes,yes
FAMILY,3.5,2580,53,100000,Free,0,Everyone,2018,yes,yes
GAME,4.5,5534114,53,100000000,Free,0,Teen,2018,yes,yes
FAMILY,4.5,38,53,5000,Free,0,Everyone,2017,yes,yes
AUTO_AND_VEHICLES,4.2,129,54,100000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,106547,54,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.1,15763,54,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,1381820,54,10000000,Free,0,Teen,2017,yes,yes
FAMILY,4.7,8508,54,500000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.3,24877,54,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,44062,54,1000000,Free,0,Everyone,2016,yes,yes
WEATHER,3.9,100994,54,5000000,Free,0,Everyone,2018,yes,yes
GAME,3.8,4719,54,500000,Free,0,Everyone,2018,yes,yes
GAME,4.8,133180,54,1000000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.3,96,54,10000,Free,0,Everyone,2017,yes,yes
GAME,4.4,1381624,54,10000000,Free,0,Teen,2017,yes,yes
FAMILY,4.1,242722,54,10000000,Free,0,Teen,2018,yes,yes
GAME,4,23168,54,1000000,Free,0,Teen,2018,yes,yes
GAME,4.3,128367,54,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,205914,54,10000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.4,48,54,5000,Free,0,Everyone,2018,yes,yes
GAME,4.1,395,54,50000,Free,0,Teen,2017,yes,yes
FAMILY,4.2,5,54,50,Free,0,Teen,2018,yes,yes
FAMILY,4.3,151374,54,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4,5886,54,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,2.5,31,54,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,687136,54,50000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.7,187,54,10000,Free,0,Everyone,2017,yes,yes
GAME,4.1,7279,54,1000000,Free,0,Everyone,2018,yes,yes
BUSINESS,4.2,30847,55,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,144040,55,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.4,38343,55,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.4,12858,55,500000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,144050,55,5000000,Free,0,Everyone,2018,yes,yes
LIBRARIES_AND_DEMO,3.1,1267,55,100000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,3.2,16168,55,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,16601,55,500000,Free,0,Teen,2018,yes,yes
FAMILY,4.7,9856,55,100000,Free,0,Everyone,2016,yes,yes
TRAVEL_AND_LOCAL,4.4,22748,55,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,1805398,55,50000000,Free,0,Teen,2018,yes,yes
GAME,4.5,4487182,55,50000000,Free,0,Teen,2018,yes,yes
FAMILY,4.3,3213548,55,100000000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.2,249308,55,10000000,Free,0,Everyone,2017,yes,yes
GAME,4.3,13788,55,1000000,Free,0,Everyone,2017,yes,yes
GAME,4.3,137696,55,5000000,Free,0,Mature 17+,2018,yes,yes
GAME,4.2,2180,55,100000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4,68664,55,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.8,65,55,5000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,2263,55,100000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,773,55,100000,Free,0,Everyone,2017,yes,yes
TOOLS,3,1,55,100,Free,0,Everyone,2016,yes,yes
BUSINESS,3.9,10,55,500,Free,0,Everyone,2018,yes,yes
SPORTS,3.8,35746,55,5000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.1,13731,55,1000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,22776,55,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.8,20,55,5000,Free,0,Teen,2018,yes,yes
AUTO_AND_VEHICLES,4,1598,56,1000000,Free,0,Everyone,2018,yes,yes
DATING,4.1,2556,56,100000,Free,0,Mature 17+,2018,yes,yes
DATING,4.1,2560,56,100000,Free,0,Mature 17+,2018,yes,yes
GAME,4.2,1343866,56,10000000,Free,0,Teen,2018,yes,yes
GAME,4.5,168717,56,10000000,Free,0,Mature 17+,2018,yes,yes
FAMILY,4.5,1014822,56,50000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,1791,56,500000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,3484,56,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.5,1014846,56,50000000,Free,0,Everyone,2017,yes,yes
SOCIAL,4.4,624557,56,10000000,Free,0,Mature 17+,2018,yes,yes
SHOPPING,4.3,44071,56,5000000,Free,0,Everyone,2018,yes,yes
NEWS_AND_MAGAZINES,3.5,6066,56,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,1013465,56,50000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.9,46253,56,500000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.4,12736,56,1000000,Free,0,Teen,2017,yes,yes
GAME,4.2,41444,56,1000000,Free,0,Teen,2016,yes,yes
FAMILY,4.4,6738,56,100000,Free,0,Everyone,2018,yes,yes
GAME,4.2,1343106,56,10000000,Free,0,Teen,2018,yes,yes
GAME,4.4,208501,56,1000000,Free,0,Teen,2018,yes,yes
FAMILY,4.5,29495,56,1000000,Free,0,Teen,2018,yes,yes
SPORTS,4.6,92522,56,5000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,125652,56,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,794058,56,10000000,Free,0,Everyone,2018,yes,yes
FOOD_AND_DRINK,4.5,5093,56,500000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,13492,56,100000,Free,0,Teen,2018,yes,yes
FAMILY,4.2,449,56,10000,Free,0,Teen,2018,yes,yes
GAME,4.3,192374,56,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.6,19601,56,1000000,Free,0,Everyone 10+,2018,yes,yes
GAME,4.6,2027,56,100000,Free,0,Teen,2018,yes,yes
AUTO_AND_VEHICLES,3.8,284,57,100000,Free,0,Everyone,2018,yes,yes
BEAUTY,4.5,26834,57,1000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,4.3,1633682,57,100000000,Free,0,Everyone,2018,yes,yes
ENTERTAINMENT,3.9,801,57,100000,Free,0,Teen,2018,yes,yes
HEALTH_AND_FITNESS,4.5,183662,57,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4,49479,57,1000000,Free,0,Teen,2018,yes,yes
HEALTH_AND_FITNESS,4.5,183669,57,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.1,18539,57,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,946926,57,50000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,3883589,57,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.1,753043,57,100000000,Free,0,Teen,2018,yes,yes
FAMILY,4.1,4522,57,500000,Free,0,Everyone,2018,yes,yes
SHOPPING,4.5,79261,57,5000000,Free,0,Everyone,2018,yes,yes
SPORTS,4.6,29673,57,1000000,Free,0,Mature 17+,2018,yes,yes
TRAVEL_AND_LOCAL,4.4,20313,57,100000,Free,0,Everyone,2018,yes,yes
GAME,4.3,798522,57,100000000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.5,944661,57,50000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,19816,57,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,1633565,57,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,1372013,57,100000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.1,16111,57,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,3881752,57,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,1493,57,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.8,130689,57,5000000,Free,0,Everyone 10+,2018,yes,yes
SPORTS,4.3,148083,57,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,1604146,57,10000000,Free,0,Teen,2018,yes,yes
GAME,4.2,51791,57,1000000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.6,64,57,5000,Free,0,Everyone,2018,yes,yes
FAMILY,2.8,21,57,1000,Free,0,Everyone,2018,yes,yes
FAMILY,4,199808,57,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,2178,57,500000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,51,57,5000,Free,0,Everyone,2018,yes,yes
SPORTS,4.1,5015,57,100000,Free,0,Everyone,2018,yes,yes
FINANCE,3.9,10658,58,1000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.2,270267,58,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.2,270294,58,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,47031,58,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,623398,58,10000000,Free,0,Everyone,2017,yes,yes
FAMILY,3.9,95537,58,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,361970,58,5000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.3,64713,58,1000000,Free,0,Everyone,2018,yes,yes
TOOLS,4.3,357,58,1000000,Free,0,Everyone,2018,yes,yes
FINANCE,3.9,10657,58,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,6181640,58,100000000,Free,0,Everyone,2017,yes,yes
GAME,4,37789,58,1000000,Free,0,Teen,2018,yes,yes
FAMILY,4.6,361734,58,5000000,Free,0,Everyone,2018,yes,yes
AUTO_AND_VEHICLES,4.3,47,58,1000,Free,0,Everyone,2016,yes,yes
GAME,4.5,634159,58,10000000,Free,0,Teen,2018,yes,yes
FAMILY,4.6,70335,58,500000,Free,0,Teen,2017,yes,yes
FAMILY,4.1,488039,58,10000000,Free,0,Teen,2017,yes,yes
FAMILY,4.6,5395,58,500000,Free,0,Everyone,2018,yes,yes
SPORTS,4.4,1690802,58,50000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,2903386,58,100000000,Free,0,Mature 17+,2018,yes,yes
FAMILY,4,154,58,50000,Free,0,Teen,2018,yes,yes
COMMUNICATION,3.9,2372,58,500000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.4,148550,59,10000000,Free,0,Everyone,2018,yes,yes
EDUCATION,4.4,148549,59,10000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,27393,59,1000000,Free,0,Mature 17+,2018,yes,yes
HEALTH_AND_FITNESS,4.5,27396,59,1000000,Free,0,Mature 17+,2018,yes,yes
GAME,4.5,1135631,59,50000000,Free,0,Teen,2018,yes,yes
GAME,4.5,1137271,59,50000000,Free,0,Teen,2018,yes,yes
GAME,4.5,1137267,59,50000000,Free,0,Teen,2018,yes,yes
GAME,4.5,1138239,59,50000000,Free,0,Teen,2018,yes,yes
GAME,4.7,292164,59,10000000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4.3,528745,59,10000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.6,98716,59,5000000,Free,0,Everyone,2018,yes,yes
PHOTOGRAPHY,4.6,98717,59,5000000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.4,5637451,59,100000000,Free,0,Teen,2018,yes,yes
FAMILY,4.4,148536,59,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,1128805,59,50000000,Free,0,Teen,2018,yes,yes
FAMILY,4.2,6418,59,100000,Free,0,Everyone,2017,yes,yes
GAME,4.1,234606,59,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.2,16876,59,1000000,Free,0,Teen,2018,yes,yes
GAME,4.7,96028,59,1000000,Free,0,Teen,2018,yes,yes
GAME,4.3,121612,59,1000000,Free,0,Teen,2017,yes,yes
VIDEO_PLAYERS,3.9,39495,59,5000000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,3.4,5,59,1000,Free,0,Everyone,2018,yes,yes
PERSONALIZATION,4.6,644,59,50000,Free,0,Everyone,2017,yes,yes
GAME,4.4,1432447,59,50000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.3,528917,59,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,355613,59,10000000,Free,0,Teen,2018,yes,yes
FAMILY,5,1,59,100,Free,0,Everyone,2018,yes,yes
GAME,4.3,8432,59,500000,Free,0,Everyone 10+,2018,yes,yes
SPORTS,4.2,140883,59,5000000,Free,0,Teen,2018,yes,yes
FAMILY,4.3,1216,59,500000,Free,0,Everyone 10+,2018,yes,yes
GAME,3.5,4416,59,500000,Free,0,Teen,2017,yes,yes
GAME,4.5,16815,59,1000000,Free,0,Teen,2018,yes,yes
HEALTH_AND_FITNESS,4.6,28951,60,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,461137,60,10000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,4230886,60,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,14014,60,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4,15489,60,1000000,Free,0,Everyone,2017,yes,yes
MEDICAL,4.5,408,60,50000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.3,549900,60,10000000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,4.5,53562,60,1000000,Free,0,Everyone,2018,yes,yes
MAPS_AND_NAVIGATION,3.7,10562,60,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,4229977,60,100000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,264,60,10000,Free,0,Everyone,2018,yes,yes
FAMILY,4.2,69126,60,1000000,Free,0,Everyone,2018,yes,yes
LIFESTYLE,2.6,680,60,50000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,5369,60,500000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,74744,60,1000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.6,32,60,10000,Free,0,Everyone,2017,yes,yes
GAME,3.5,46801,60,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.5,947515,60,10000000,Free,0,Teen,2018,yes,yes
GAME,4.5,462614,60,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.5,3580,60,100000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,3.9,2046,60,100000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.5,131,60,10000,Free,0,Everyone,2017,yes,yes
FAMILY,4.2,840,60,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,5933,60,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,246538,60,5000000,Free,0,Teen,2018,yes,yes
FAMILY,4.3,34514,60,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4,286,60,100000,Free,0,Everyone,2018,yes,yes
HEALTH_AND_FITNESS,4.5,38487,60,1000000,Free,0,Teen,2018,yes,yes
MEDICAL,4.5,410,60,50000,Free,0,Everyone,2018,yes,yes
COMMUNICATION,3.7,25021,61,5000000,Free,0,Everyone,2018,yes,yes
EVENTS,5,4,61,500,Free,0,Everyone,2018,yes,yes
GAME,4.4,105620,61,1000000,Free,0,Everyone 10+,2018,yes,yes
FAMILY,4,8126,61,1000000,Free,0,Everyone,2018,yes,yes
MEDICAL,4.8,69126,61,1000000,Free,0,Everyone,2018,yes,yes
SPORTS,4,11085,61,1000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.4,1861310,61,500000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.4,1861309,61,500000000,Free,0,Everyone,2018,yes,yes
PRODUCTIVITY,4.4,1860844,61,500000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.3,1065,61,100000,Free,0,Everyone,2018,yes,yes
FAMILY,4,155276,61,10000000,Free,0,Everyone,2018,yes,yes
GAME,3.9,6121,61,500000,Free,0,Mature 17+,2018,yes,yes
GAME,4.4,306,61,10000,Free,0,Everyone,2018,yes,yes
GAME,4.3,6,61,1000,Free,0,Everyone,2017,yes,yes
GAME,4.2,4,61,10,Free,0,Everyone,2018,yes,yes
GAME,4.2,47340,61,1000000,Free,0,Teen,2018,yes,yes
GAME,4.7,55952,61,1000000,Free,0,Everyone 10+,2017,yes,yes
FINANCE,3.4,42497,61,1000000,Free,0,Teen,2018,yes,yes
FAMILY,3.8,7379,61,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,3.9,70,61,10000,Free,0,Teen,2018,yes,yes
GAME,4.5,49971,61,5000000,Free,0,Everyone,2017,yes,yes
HEALTH_AND_FITNESS,4.6,95201,61,5000000,Free,0,Everyone,2018,yes,yes
FAMILY,4.4,2558,61,100000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.1,3674,61,500000,Free,0,Everyone,2018,yes,yes
FAMILY,3.6,3502,61,500000,Free,0,Teen,2016,yes,yes
GAME,4.3,8118609,62,500000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,8118937,62,500000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,48256,62,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,8119151,62,500000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,8119154,62,500000000,Free,0,Everyone,2018,yes,yes
SOCIAL,4.8,1259075,62,10000000,Free,0,Teen,2018,yes,yes
TRAVEL_AND_LOCAL,4.2,5112,62,1000000,Free,0,Everyone,2018,yes,yes
TRAVEL_AND_LOCAL,4.3,11182,62,1000000,Free,0,Everyone,2018,yes,yes
GAME,4.3,8116142,62,500000000,Free,0,Everyone,2018,yes,yes
GAME,4.4,2351,62,100000,Free,0,Everyone,2018,yes,yes
FAMILY,3.5,205,62,50000,Free,0,Everyone,2017,yes,yes
FAMILY,4.4,1852,62,100000,Free,0,Everyone,2017,yes,yes
GAME,3.9,1987,62,100000,Free,0,Mature 17+,2017,yes,yes
GAME,4,263907,62,10000000,Free,0,Everyone 10+,2016,yes,yes
FAMILY,4.2,3379,62,100000,Free,0,Mature 17+,2017,yes,yes
MAPS_AND_NAVIGATION,4.1,132792,62,10000000,Free,0,Everyone,2017,yes,yes
PARENTING,4.7,658087,62,10000000,Free,0,Everyone,2018,yes,yes
GAME,3.9,108336,62,1000000,Free,0,Everyone,2016,yes,yes
FAMILY,4.3,7,62,1000,Free,0,Everyone,2017,yes,yes
FAMILY,4.6,11872,62,100000,Free,0,Teen,2018,yes,yes
FAMILY,4.1,11788,62,1000000,Free,0,Everyone,2017,yes,yes
FAMILY,4.1,182363,62,10000000,Free,0,Everyone,2018,yes,yes
FAMILY,3.9,1938,62,1000000,Free,0,Teen,2018,yes,yes
SOCIAL,4.8,1264084,62,10000000,Free,0,Teen,2018,yes,yes
FAMILY,4,25489,62,1000000,Free,0,Everyone,2018,yes,yes
DATING,4,51698,63,1000000,Free,0,Mature 17+,2018,yes,yes
GAME,4.4,8923587,63,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,760628,63,10000000,Free,0,Everyone,2017,yes,yes
GAME,4.6,541144,63,10000000,Free,0,Teen,2018,yes,yes
GAME,4.4,8923818,63,100000000,Free,0,Everyone,2018,yes,yes
GAME,4.6,515657,63,10000000,Free,0,Everyone,2018,yes,yes
